risk_n_steps_recorded,risk_n_diagnostics_recorded,risk_log_obj_initial,risk_log_obj_final,risk_log_obj_min,risk_obj_initial,risk_obj_final,risk_obj_min,risk_log_obj_drop,risk_log_bellman_root_initial,risk_log_bellman_root_final,risk_log_bellman_root_min,risk_bellman_root_initial,risk_bellman_root_final,risk_bellman_root_min,risk_bellman_initial,risk_bellman_final,risk_bellman_min,risk_log_bellman_root_drop,risk_bellman_returned,risk_obj_returned,risk_returned_step,offline_data_id,benchmark_point_source,target_set_size,lambda_reg,lambda_B,num_steps,transition_reduction_enabled,transition_reduction_method,transition_original_rows,transition_reduced_rows,transition_compression_ratio,mean_embedding_basis_size,target_mass_mean,target_mass_min,target_mass_max,target_mass_sd,target_mass_rmse_to_target,target_beta_min,target_beta_max,target_neg_frac_mean,B_num_rows,B_num_cols,B_min_dim,B_numerical_rank,B_rank_fraction,B_rank_tolerance,B_stable_rank,B_effective_rank,B_entropy_rank,B_spectral_norm,B_frobenius_norm,B_nuclear_norm,B_condition_number,B_condition_number_tol,B_smallest_singular_value,B_rank_rel_1em2,B_rank_rel_1em3,B_rank_rel_1em4,risk_objective_final_raw,risk_objective_min_raw,risk_objective_max_raw,risk_bellman_final_raw,risk_bellman_min_raw,risk_bellman_max_raw,risk_rkhs_ridge_final_raw,risk_rkhs_ridge_min_raw,risk_rkhs_ridge_max_raw,risk_mass_final_raw,risk_mass_min_raw,risk_mass_max_raw,risk_negativity_final_raw,risk_negativity_min_raw,risk_negativity_max_raw,risk_B_norm_final_raw,risk_B_norm_min_raw,risk_B_norm_max_raw,risk_diagnostic_step_final_raw,risk_diagnostic_step_min_raw,risk_diagnostic_step_max_raw,risk_best_step_final_raw,risk_best_step_min_raw,risk_best_step_max_raw,risk_best_objective_final_raw,risk_best_objective_min_raw,risk_best_objective_max_raw,risk_best_bellman_final_raw,risk_best_bellman_min_raw,risk_best_bellman_max_raw,risk_returned_step_final_raw,risk_returned_step_min_raw,risk_returned_step_max_raw,risk_returned_objective_final_raw,risk_returned_objective_min_raw,risk_returned_objective_max_raw,risk_returned_bellman_final_raw,risk_returned_bellman_min_raw,risk_returned_bellman_max_raw,risk_returned_best_checkpoint_final_raw,risk_returned_best_checkpoint_min_raw,risk_returned_best_checkpoint_max_raw,explained_embedding_signal_global,relative_embedding_error_global,embedding_error_mmd2_total,embedding_truth_signal_total,embedding_error_mmd2_mean,embedding_truth_signal_mean,relative_embedding_error_mean,explained_embedding_signal_mean,embedding_truth_points_used_min,embedding_truth_points_used_max,embedding_truth_points_used_mean,normalized_bellman_error_global,bellman_fit_global,bellman_residual_total,embedding_hat_norm2_total
101.0,101.0,5.662242741645912,-2.9067823884534203,-3.7611143427004037,287.7933654785155,0.054651293903589256,0.023257808759808537,8.569025130099332,0.5088145687930237,-2.1813733502544004,-2.2860293367017275,1.6633182764053345,0.11288639158010486,0.10166935622692105,2.7666276886240126,0.012743337403976767,0.010336657995596571,2.690187919047424,0.011250623501837254,0.02325780875980854,4950.0,84,fixed_config_plus_support_safe_target_policy_draws,100,0.005,0.05,5000,0,kmeans,6000,6000,1.0,3000,0.9894554018974304,0.9586657285690308,1.0181514024734497,0.014022248797118664,0.017488446086645126,-0.0015397407114505768,0.025862935930490494,0.05225,3000,400,400,400,1.0,5.128892510697369e-05,55.18439865112305,391.8094419991639,5.970775604248047,0.1434142291545868,1.0653698444366455,20.858795166015625,4.319028740149442,4.319028740149442,0.03320520371198654,400,400,400,0.05465129390358925,0.02325780875980854,287.7933654785156,0.012743337079882622,0.010336657986044884,2.766627550125122,0.01135754119604826,0.010927767492830753,0.1759173423051834,0.030550416558980942,0.0008500682888552547,284.850830078125,0.0,0.0,0.0,1.065016269683838,1.065016269683838,1.1020153760910034,5000.0,1.0,5000.0,4950.0,4950.0,4950.0,0.02325780875980854,0.02325780875980854,0.02325780875980854,0.011250623501837254,0.011250623501837254,0.011250623501837254,4950.0,4950.0,4950.0,0.02325780875980854,0.02325780875980854,0.02325780875980854,0.011250623501837254,0.011250623501837254,0.011250623501837254,1.0,1.0,1.0,0.7817936539649963,0.21820636093616486,1.4116833209991455,6.46948766708374,0.028233665972948074,0.12938974797725677,0.22075189650058746,0.779248058795929,512,512,512.0,0.07321875542402267,0.9267812371253967,0.43305128812789917,5.914485931396484
